sample	spearman_cor	similarity_score	MT	WT	t_statistic	df	p_value	mean_MT	mean_WT	padj	signif	delta_PSI
One_116	0.50689800379799	5.34730569887685	0.2224801357629	0.163731835201898	2.96387343621866	3.99891389487126	0.0414090731725387	0.2224801357629	0.163731835201898	0.0718526774910253	FALSE	0.058748300561002
One_117	0.467612867102433	5.79938733223095	0.0517216700469414	0.0201910370799574	9.51380000101737	2.7266081470274	0.0036101414148264	0.0517216700469414	0.0201910370799574	0.0110978421270589	TRUE	0.031530632966984
One_118	0.536011370717333	6.72079678362573	0.401226602927548	0.407090697114498	-0.230070842682009	3.99929095293357	0.829325551554395	0.401226602927548	0.407090697114498	0.864025365426964	FALSE	-0.00586409418695
One_119	0.33650790953666	4.38124282010614	0.3019734567402	0.171160763473297	5.97237992222251	3.98621108313477	0.00399236642031067	0.3019734567402	0.171160763473297	0.011626891680203	TRUE	0.130812693266903
One_12	0.749737904392563	5.27177829604566	0.136312420305703	0.081886721401475	2.64883074038823	3.24495193714666	0.0709601505580475	0.136312420305703	0.081886721401475	0.111829604360467	FALSE	0.054425698904228
One_120	0.325872531495227	5.32123503345364	0.323407571688969	0.393107846001682	-1.5945332624162	3.46468300279447	0.196857318827208	0.323407571688969	0.393107846001682	0.267855040371448	FALSE	-0.069700274312713
One_121	0.446423018615577	6.05073864688033	0.325258334504484	0.329049364509353	-0.0960574374086818	3.6975259003382	0.928452959583474	0.325258334504484	0.329049364509353	0.945541050864151	FALSE	-0.00379103000486902
One_122	0.456882793550258	5.25935013844137	0.268489533190894	0.202187952651777	4.54983870170681	3.86212562952025	0.0113033695672208	0.268489533190894	0.202187952651777	0.0247977006364579	TRUE	0.066301580539117
One_123	0.553360003519058	6.20903954104457	0.277576128964375	0.233417907897054	1.16392645746186	3.51834457573619	0.317263588886651	0.277576128964375	0.233417907897054	0.399993081684942	FALSE	0.044158221067321
One_124	0.666569485817153	4.89728940035589	0.203234345319255	0.127265760317603	14.347363725759	2.4870173816089	0.00186867043982984	0.203234345319255	0.127265760317603	0.00744208672530406	TRUE	0.075968585001652
One_125	0.693631819131031	8.36752298228591	0.20409126092241	0.136687455313418	13.4396429065301	2.10648545831988	0.0044673595672905	0.20409126092241	0.136687455313418	0.0124287433771546	TRUE	0.067403805608992
One_126	0.727006312181581	7.38655828787217	0.196637957519019	0.0584114060768638	22.6756780099037	2.00412330269824	0.00191951281178687	0.196637957519019	0.0584114060768638	0.00752690850606191	TRUE	0.138226551442155
One_127	0.688482352235773	7.59807212138673	0.271312673313349	0.145356698366173	6.92292972575264	3.91112831214122	0.00248123357374917	0.271312673313349	0.145356698366173	0.00882477289299459	TRUE	0.125955974947176
One_128	0.655420019082502	5.3807746180025	0.127821139570408	0.0416185358725763	16.0966493206156	2.18098294703887	0.00262233996358254	0.127821139570408	0.0416185358725763	0.00882781745531369	TRUE	0.0862026036978317
One_129	0.520002825745667	5.09807072421751	0.233090434074806	0.32105071731663	-3.96683116501048	3.01719593585738	0.0283250024585114	0.233090434074806	0.32105071731663	0.0514812088479514	FALSE	-0.087960283241824
One_13	0.731348959078673	7.89985754985755	0.497710258714831	0.377040238417085	3.76280996269089	2.3035018000528	0.0510915601214176	0.497710258714831	0.377040238417085	0.0850956419413577	FALSE	0.120670020297746
One_130	0.622582704717304	5.73667372447084	0.3010082509831	0.0769393304726109	30.5089941877446	2.02636743253326	0.000997275964800852	0.3010082509831	0.0769393304726109	0.00515355870315293	TRUE	0.224068920510489
One_131	0.591931036651664	7.0120436656895	0.34434879856495	0.160887129474764	16.6220405280792	3.61734680751341	0.000151004275923981	0.34434879856495	0.160887129474764	0.00227879180030735	TRUE	0.183461669090186
One_132	0.583779706531337	6.91099775643612	0.232572339785769	0.0983710251218522	5.80746159815152	2.53957750494469	0.0158572954041988	0.232572339785769	0.0983710251218522	0.0322323800460857	TRUE	0.134201314663917
One_133	0.580349605156998	5.62062116909428	0.322486178786979	0.262386529802852	2.3629815642131	3.89223012551698	0.0792093657057118	0.322486178786979	0.262386529802852	0.12288555801073	FALSE	0.060099648984127
