sample	annot	name	MT	WT	delta_PSI	delta_PSI_pct	p_value	padj	signif
134	One_219	NAGNAG	Rep_One_map_nagnag_var15	0.488768636000236	0.495419065478388	-0.00665042947815181	-0.665042947815181	0.294639432575551	0.376231890827242	FALSE
135	One_22	Branch_Point	Rep_One_MAP_C3SS_BPS_TNA_2	0.323281965160298	0.172911906182523	0.150370058977774	15.0370058977774	0.000695327147552934	0.00427497431458471	TRUE
136	One_220	NAGNAG	Rep_One_map_nagnag_var16	0.0387435434964062	0.00875340439203046	0.0299901391043757	2.99901391043757	0.000810254061071515	0.00453861625919466	TRUE
137	One_221	HNRNPDL_Double	Rep_One_MAP_HNRNPDL_Double	0.0334802305145399	0.0113759616722667	0.0221042688422732	2.21042688422732	0.00313152268766498	0.00980816539910163	TRUE
138	One_222	HNRNPDL_Single	Rep_One_MAP_HNRNPDL_Single	0.0871180317835597	0.0378811874115693	0.0492368443719903	4.92368443719903	0.181684247996232	0.249941313541778	FALSE
139	One_223	HNRNPDL_Triple	Rep_One_MAP_HNRNPDL_Triple	0.253942075250494	0.111708188670663	0.142233886579831	14.2233886579831	0.000234190580486669	0.0027122536995898	TRUE
140	One_224	KHSRP_insertion	Rep_One_MAP_KHSRP_2X_at_Canonical	0.41891654848552	0.439745493691884	-0.0208289452063639	-2.08289452063639	0.558739280012548	0.630957282191041	FALSE
141	One_225	KSHRP_X7	Rep_One_MAP_KHSRP_7X	0.370908099716843	0.392168013287132	-0.0212599135702888	-2.12599135702888	0.403057743057569	0.481349534874507	FALSE
142	One_226	KHSRP_Triple_Mutant	Rep_One_MAP_KHSRP_Triple_Mutant	0.332091270104929	0.310332052771077	0.0217592173338521	2.17592173338521	0.544882389517598	0.618112596764838	FALSE
143	One_227	PABN1L_Mutant	Rep_One_MAP_PABN1L_52_AAAAA_to_CCCCC	0.10184334909809	0.0577075921312661	0.0441357569668234	4.41357569668234	0.00158695198208714	0.00664119400907053	TRUE
144	One_228	SFPQ_Deletion	Rep_One_MAP_SFPQ_Deletion	0.220252710965911	0.0935688908493061	0.126683820116605	12.6683820116605	0.000730156578458451	0.00429911636997329	TRUE
145	One_229	Dinuc_Shuffle	Rep_One_MAP_dinuc_shuffled_1	0.421160706047882	0.18605791946253	0.235102786585352	23.5102786585352	0.000664686864056248	0.00427497431458471	TRUE
146	One_23	Branch_Point	Rep_One_MAP_C3SS_BPS_TNA_3	0.288426405891298	0.159899088510511	0.128527317380787	12.8527317380787	0.0164331726126427	0.0331324694781217	TRUE
147	One_230	Dinuc_Shuffle	Rep_One_MAP_dinuc_shuffled_2	0.128650114421247	0.0535355308748729	0.075114583546374	7.5114583546374	0.000290712037209988	0.00283871753981518	TRUE
148	One_231	Dinuc_Shuffle	Rep_One_MAP_dinuc_shuffled_3	0.0288591418345476	0.0256515419941214	0.00320759984042622	0.320759984042622	0.406698382221237	0.483378984119752	FALSE
149	One_232	Dinuc_Shuffle	Rep_One_MAP_dinuc_shuffled_4	0.0591503644998456	0.0444442415713411	0.0147061229285045	1.47061229285045	0.130887449240292	0.187844235509123	FALSE
150	One_233	Dinuc_Shuffle	Rep_One_MAP_dinuc_shuffled_5	0.458174685257511	0.391125480308831	0.0670492049486801	6.70492049486801	0.00497410195015761	0.0134625150607527	TRUE
151	One_234	RBP_Block_Four	Rep_One_MAP_RBP_Block_four_au_rich	0.0533868403177705	0.0152387477504656	0.0381480925673049	3.81480925673049	0.00141676595154174	0.00635630129610619	TRUE
152	One_235	RBP_Block_Four	Rep_One_MAP_RBP_Block_four_invert	0.100755346131054	0.0806857963833316	0.0200695497477229	2.00695497477229	0.565741319099566	0.631702190384718	FALSE
153	One_236	RBP_Block_Four	Rep_One_MAP_RBP_Block_four_point	0.324102709473573	0.381274845426806	-0.0571721359532323	-5.71721359532323	0.274306846373999	0.35574169139128	FALSE
154	One_237	RBP_Block_Four	Rep_One_MAP_RBP_Block_four_shuffle	0.402273682627248	0.1873875928231	0.214886089804147	21.4886089804147	0.000156154393679078	0.00228720258977002	TRUE
155	One_238	RBP_Block_One	Rep_One_MAP_RBP_Block_One_au_rich	0.143288084464555	0.136309839251016	0.00697824521353932	0.697824521353932	0.941610940475484	0.953094000725185	FALSE
156	One_239	RBP_Block_One	Rep_One_MAP_RBP_Block_One_invert	0.302862736926747	0.216780757071228	0.0860819798555188	8.60819798555188	0.000496584241468445	0.00358404278625052	TRUE
157	One_24	Move_C3SS	Rep_One_MAP_Move_C3SS_20bp	0.270845743251924	0.235495918766273	0.0353498244856516	3.53498244856516	0.465544978385857	0.54237490707739	FALSE
158	One_240	RBP_Block_One	Rep_One_MAP_RBP_Block_One_point	0.192171270681915	0.140575109204634	0.0515961614772814	5.15961614772814	0.0657897918877247	0.104675132140853	FALSE
159	One_241	RBP_Block_One	Rep_One_MAP_RBP_Block_One_shuffle	0.342493041771054	0.222061939719761	0.120431102051292	12.0431102051292	0.0179597502438453	0.0352124237064368	TRUE
160	One_242	RBP_Block_Three	Rep_One_MAP_RBP_Block_three_au_rich	0.306970928621752	0.182375911499917	0.124595017121836	12.4595017121836	0.00669799832856422	0.0166780158381249	TRUE
161	One_243	RBP_Block_Three	Rep_One_MAP_RBP_Block_three_invert	0.336104786136157	0.199295958406995	0.136808827729162	13.6808827729162	0.00579722694688461	0.0149761100754303	TRUE
162	One_244	RBP_Block_Three	Rep_One_MAP_RBP_Block_three_point	0.21447005078497	0.146486878259609	0.0679831725253602	6.79831725253602	0.0153472010799368	0.0314522886329569	TRUE
163	One_245	RBP_Block_Three	Rep_One_MAP_RBP_Block_three_shuffle	0.341925727330569	0.320477675284743	0.0214480520458257	2.14480520458257	0.384597640606487	0.468287591740906	FALSE
164	One_246	RBP_Block_Two	Rep_One_MAP_RBP_Block_Two_au_rich	0.0112626873392258	0.00869751595995394	0.00256517137927182	0.256517137927182	0.394905998264569	0.475031852984916	FALSE
165	One_247	RBP_Block_Two	Rep_One_MAP_RBP_Block_Two_invert	0.413214040098932	0.307798481711525	0.105415558387407	10.5415558387407	0.00933597255628163	0.021725767911347	TRUE
166	One_248	RBP_Block_Two	Rep_One_MAP_RBP_Block_Two_point	0.332246153798032	0.197729837217766	0.134516316580266	13.4516316580266	0.00045308282426945	0.00336286472507364	TRUE
167	One_249	RBP_Block_Two	Rep_One_MAP_RBP_Block_Two_shuffle	0.287722275314127	0.167102287867788	0.12061998744634	12.061998744634	0.00661450771455204	0.0165528886524971	TRUE
168	One_25	Move_C3SS	Rep_One_MAP_Move_C3SS_40bp	0.0810896799373482	0.033049553661746	0.0480401262756022	4.80401262756022	0.00970525129774284	0.022480070447795	TRUE
169	One_26	Move_C3SS	Rep_One_MAP_Move_C3SS_60bp	0.0147980611206187	0.00870038729567411	0.00609767382494463	0.609767382494463	0.114768107817362	0.166146853758855	FALSE
170	One_27	Move_C3SS	Rep_One_MAP_Move_C3SS_80bp	0.234874278511912	0.1497694743826	0.0851048041293125	8.51048041293125	0.0118234723246407	0.0256003879029177	TRUE
171	One_28	Move_C3SS	Rep_One_MAP_Move_C3SS_100bp	0.0066050230501913	0.00957857381560592	-0.00297355076541462	-0.297355076541462	0.64126112905438	0.704962565715411	FALSE
172	One_29	AP5Z1_Intron	Rep_One_MAP_AP5Z1_Intron	0.290875152657454	0.21192379263078	0.0789513600266737	7.89513600266737	0.0542407686186205	0.0894433866624934	FALSE
173	One_3	Branch_Point	Rep_One_MAP_mut_BP_3	0.356698477708784	0.194020854496166	0.162677623212618	16.2677623212618	0.00032989587735606	0.00309977635704373	TRUE
174	One_30	ARMCX3_Intron	Rep_One_MAP_ARMCX3_Intron	0.275591779209612	0.130090795218884	0.145500983990729	14.5500983990729	9.22742683297424e-05	0.0019678946966593	TRUE
175	One_31	GAPDH_Intron	Rep_One_MAP_Base_GAPDH_Intron_1	0.0722312921721707	0.0409924443392299	0.0312388478329408	3.12388478329408	0.00991758257632727	0.0226557620321605	TRUE
176	One_32	DHDDS_Intron	Rep_One_MAP_DHDDS_Intron	0.237546721349576	0.211279688882213	0.0262670324673638	2.62670324673638	0.564567664147262	0.631702190384718	FALSE
177	One_33	EIF4G1_Intron	Rep_One_MAP_EIF4G1_Intron	0.267641955747455	0.126908129088887	0.140733826658568	14.0733826658568	0.000681719166560758	0.00427497431458471	TRUE
178	One_34	EPB41_Intron	Rep_One_MAP_EPB41_Intron	0.280554471462051	0.104585036004446	0.175969435457605	17.5969435457605	0.00033995593405141	0.00313514916958522	TRUE
179	One_35	FPGS_Intron	Rep_One_MAP_FPGS_Intron	0.2369533749935	0.165159473360477	0.0717939016330228	7.17939016330229	0.00292965898295256	0.00947383229552192	TRUE
180	One_36	ODF2_Intron	Rep_One_MAP_ODF2_Intron	0.251637738264405	0.216176491848689	0.0354612464157158	3.54612464157158	0.246774718031842	0.326686484313663	FALSE
181	One_37	TRNT1_Intron	Rep_One_MAP_TRNT1_Intron	0.399252438619293	0.190988492968258	0.208263945651035	20.8263945651035	0.00382784596478259	0.0114147741943816	TRUE
182	One_38	C3SS_KO	Rep_One_MAP_C3SS_AG_to_CC	0.0658089333309901	0.115768843314236	-0.0499599099832461	-4.99599099832461	0.310813002932436	0.39485937617437	FALSE
183	One_39	C3SS_KO	Rep_One_MAP_C3SS_AG_to_TA	0.00241343805986773	0.00226052767876867	0.000152910381099057	0.0152910381099057	0.872131814242238	0.905661205655711	FALSE
184	One_4	Branch_Point	Rep_One_MAP_mut_BP_4	0.348046496107902	0.165758632400221	0.18228786370768	18.228786370768	0.000132427882332378	0.00212738985166207	TRUE
185	One_40	C3SS_KO	Rep_One_MAP_C3SS_TAG_to_ACG	0.216794575854476	0.0949513073234159	0.12184326853106	12.184326853106	0.000828222144796874	0.00453861625919466	TRUE
186	One_41	C3SS_KO	Rep_One_MAP_C3SS_TAG_to_CCG	0.125172404098377	0.114567868262625	0.0106045358357524	1.06045358357524	0.14032870761202	0.197411571725384	FALSE
187	One_42	Can_KO	Rep_One_MAP_Can_AG_to_CC	0.239482387277479	0.264297483213585	-0.0248150959361061	-2.48150959361061	0.70955013079019	0.766498839769013	FALSE
188	One_43	Can_KO	Rep_One_MAP_Can_CAG_to_ACG	0.245528436504042	0.278377651853087	-0.0328492153490452	-3.28492153490452	0.572317284350544	0.636191981264668	FALSE
189	One_44	Can_KO	Rep_One_MAP_Can_CAG_to_TCG	0.348877913238258	0.190788608046723	0.158089305191536	15.8089305191536	0.00056134820872852	0.0038826584437056	TRUE
190	One_45	Stem_1	Rep_One_MAP_Stem_1_1_Stem_1_2_compensated	0.25259592584154	0.184622254265374	0.0679736715761662	6.79736715761662	0.333752099180323	0.413841311552059	FALSE
191	One_46	Stem_2	Rep_One_MAP_Stem_2_1_Stem_2_2_compensated	0.423746877376855	0.428459358228066	-0.00471248085121168	-0.471248085121168	0.916512912232736	0.935293914532587	FALSE
192	One_47	Stem_3	Rep_One_MAP_Stem_3_1_Stem_3_2_compensated	0.194304409464652	0.0527563309770016	0.14154807848765	14.154807848765	0.000284689093488502	0.00283871753981518	TRUE
193	One_48	Stem_4	Rep_One_MAP_Stem_4_1_Stem_4_2_compensated	0.0678754845351027	0.0300192683505197	0.037856216184583	3.7856216184583	0.00637507564359389	0.0161156734543643	TRUE
194	One_49	Stem_5	Rep_One_MAP_Stem_5_1_Stem_5_2_compensated	0.103871502664105	0.0659784850911657	0.0378930175729393	3.78930175729393	0.0722174905232742	0.113095315347769	FALSE
195	One_5	Branch_Point	Rep_One_MAP_mut_BP_5	0.117422825346748	0.0403742749819158	0.0770485503648325	7.70485503648325	0.00600480312898853	0.0153353433755707	TRUE
196	One_50	Stem_6	Rep_One_MAP_Stem_6_1_Stem_6_2_compensated	0.388848663761208	0.250542250581172	0.138306413180036	13.8306413180036	0.0495104498417097	0.0830175219568062	TRUE
197	One_51	All_Second_Stems	Rep_One_MAP_Zipper_Mutant_all_stems_X_2_mutated	0.288862499805118	0.278346360719561	0.0105161390855571	1.05161390855571	0.727362688237361	0.784040300307805	FALSE
198	One_52	Stem_1_2	Rep_One_MAP_Zipper_Mutant_Stem_1_2_mutant	0.0185536723574371	0.0221929884385362	-0.00363931608109907	-0.363931608109906	0.795221831407542	0.842595772001744	FALSE
199	One_53	Stem_2_2	Rep_One_MAP_Zipper_Mutant_Stem_2_2_mutant	0.102629317100214	0.213898518293427	-0.111269201193213	-11.1269201193213	0.105925265714827	0.155607027510277	FALSE
200	One_54	Stem_3_2	Rep_One_MAP_Zipper_Mutant_Stem_3_2_mutant	0.247872664306131	0.0460192034384819	0.20185346086765	20.185346086765	0.000148666807405659	0.00227879180030735	TRUE
201	One_55	Stem_4_2	Rep_One_MAP_Zipper_Mutant_Stem_4_2_mutant	0.357042247217239	0.220664542785115	0.136377704432125	13.6377704432125	0.00253264632433046	0.00882477289299459	TRUE
202	One_56	Stem_5_2	Rep_One_MAP_Zipper_Mutant_Stem_5_2_mutant	0.32784839308148	0.197812734065237	0.130035659016244	13.0035659016244	0.00583406697717564	0.0149761100754303	TRUE
203	One_57	Stem_6_2	Rep_One_MAP_Zipper_Mutant_Stem_6_2_mutant	0.120804697791165	0.06660342901283	0.0542012687783352	5.42012687783352	0.0140564189391045	0.0292542748453754	TRUE
204	One_58	Stem_1_1_Stem_2_1	Rep_One_MAP_Zipper_Mutant_Stem_1_1_Stem_2_1_mutant	0.278974843564569	0.206462061063478	0.0725127825010914	7.25127825010914	0.00234159373035472	0.0086378790941974	TRUE
205	One_59	Stem_1_1_Stem_3_1	Rep_One_MAP_Zipper_Mutant_Stem_1_1_Stem_3_1_mutant	0.336973048352691	0.256544228816687	0.0804288195360037	8.04288195360037	0.00299252456078892	0.00955305917482618	TRUE
206	One_6	Branch_Point	Rep_One_MAP_mut_BP_6	0.346373696108204	0.18191856600179	0.164455130106414	16.4455130106414	0.000886623904014663	0.00479933374129676	TRUE
207	One_60	Stem_1_1_Stem_4_1	Rep_One_MAP_Zipper_Mutant_Stem_1_1_Stem_4_1_mutant	0.360647942450879	0.220533509977479	0.1401144324734	14.01144324734	0.00260011984974444	0.00882781745531369	TRUE
208	One_61	Stem_1_1_Stem_5_1	Rep_One_MAP_Zipper_Mutant_Stem_1_1_Stem_5_1_mutant	0.281767199837218	0.121476769425545	0.160290430411673	16.0290430411673	0.00101220827564609	0.00515355870315293	TRUE
209	One_62	Stem_1_1_Stem_6_1	Rep_One_MAP_Zipper_Mutant_Stem_1_1_Stem_6_1_mutant	0.343201351065782	0.209988303200057	0.133213047865726	13.3213047865726	0.00303831885327889	0.0095764733476765	TRUE
210	One_63	Stem_2_1_Stem_3_1	Rep_One_MAP_Zipper_Mutant_Stem_2_1_Stem_3_1_mutant	0.096591934735041	0.0681599534163792	0.0284319813186618	2.84319813186618	0.0795134335486617	0.122974192258489	FALSE
211	One_64	Stem_2_1_Stem_4_1	Rep_One_MAP_Zipper_Mutant_Stem_2_1_Stem_4_1_mutant	0.288558655167574	0.140379045651156	0.148179609516418	14.8179609516418	0.000420530062896567	0.00333535012049503	TRUE
212	One_65	Stem_2_1_Stem_5_1	Rep_One_MAP_Zipper_Mutant_Stem_2_1_Stem_5_1_mutant	0.362514340653979	0.290558969947675	0.071955370706304	7.1955370706304	0.113265263817957	0.164449275164264	FALSE
213	One_66	Stem_2_1_Stem_6_1	Rep_One_MAP_Zipper_Mutant_Stem_2_1_Stem_6_1_mutant	0.102619377666407	0.029063301992631	0.0735560756737759	7.35560756737759	0.000435336863116822	0.00333535012049503	TRUE
214	One_67	Stem_3_1_Stem_4_1	Rep_One_MAP_Zipper_Mutant_Stem_3_1_Stem_4_1_mutant	0.330898895559328	0.18330169560246	0.147597199956868	14.7597199956868	0.000320198550527106	0.00306651688774036	TRUE
215	One_68	Stem_3_1_Stem_5_1	Rep_One_MAP_Zipper_Mutant_Stem_3_1_Stem_5_1_mutant	0.070681472300437	0.0436886512171102	0.0269928210833268	2.69928210833268	0.000537329238749864	0.00376887268869623	TRUE
216	One_69	Stem_3_1_Stem_6_1	Rep_One_MAP_Zipper_Mutant_Stem_3_1_Stem_6_1_mutant	0.223986841525172	0.145817997843	0.0781688436821726	7.81688436821726	0.000693326905414254	0.00427497431458471	TRUE
217	One_7	Branch_Point	Rep_One_MAP_mut_BP_7	0.343805657323216	0.213809013542089	0.129996643781127	12.9996643781127	0.060429203737605	0.0977069592900237	FALSE
218	One_70	Stem_4_1_Stem_5_1	Rep_One_MAP_Zipper_Mutant_Stem_4_1_Stem_5_1_mutant	0.231374571740194	0.119170286893241	0.112204284846953	11.2204284846953	0.001120636725661	0.00547134401352135	TRUE
219	One_71	Stem_4_1_Stem_6_1	Rep_One_MAP_Zipper_Mutant_Stem_4_1_Stem_6_1_mutant	0.378124204606506	0.16037545185297	0.217748752753536	21.7748752753536	2.71013902457518e-05	0.00146388542082546	TRUE
220	One_72	Stem_5_1_Stem_6_1	Rep_One_MAP_Zipper_Mutant_Stem_5_1_Stem_6_1_mutant	0.177306856438932	0.106999133008113	0.0703077234308184	7.03077234308184	0.025403263530743	0.0473813679337454	TRUE
221	One_73	Stems_Compensated	Rep_One_MAP_all_Stem_X_1_compensated_by_Stem_X_2	0.493498800875087	0.497018022656373	-0.00351922178128694	-0.351922178128694	0.23725789777555	0.315920944096855	FALSE
222	One_74	FAM_Can_Swap	Rep_One_MAP_Can_PY_C3SS_FAM_Can	0.171980003772873	0.144229003319912	0.0277510004529606	2.77510004529606	0.133583342103432	0.191162368872153	FALSE
223	One_75	Duped_Can_Py	Rep_One_MAP_Duplicated_Canonical_Py_Tract	0.444364495785326	0.357029345611631	0.0873351501736951	8.73351501736951	0.0135984439256392	0.0285739454640013	TRUE
224	One_76	Duped_C3SS_Py	Rep_One_MAP_Dupped_C3SS_Py	0.141160256455739	0.109069998892972	0.0320902575627675	3.20902575627675	0.229393987370586	0.307919691942188	FALSE
225	One_77	FAM_C3SS_Py	Rep_One_MAP_FAM193_C3SS_PY	0.232708652309093	0.145851977874154	0.0868566744349387	8.68566744349387	0.00537765122910886	0.0142450548515756	TRUE
226	One_78	FAM_Swap_Both_Py	Rep_One_MAP_FAM193B_Both_PY	0.47938345070457	0.476915882262063	0.00246756844250678	0.246756844250678	0.0382235558035518	0.0667906343514694	TRUE
227	One_79	FAM_Can_Py	Rep_One_MAP_FAM193B_Canonical_PY	0.39445125227328	0.228287279378469	0.166163972894812	16.6163972894812	0.00436596985663327	0.0123550293286731	TRUE
228	One_8	Branch_Point	Rep_One_MAP_mut_BP_8	0.0875737799812895	0.0830528482905711	0.00452093169071834	0.452093169071834	0.885563859928871	0.908851368384987	FALSE
229	One_80	FAM_C3SS_C3SS_Can	Rep_One_MAP_FAM_C3SS_C3SS_Canonical	0.0520816124585357	0.0702219103860782	-0.0181402979275425	-1.81402979275425	0.162850603450121	0.225904179716324	FALSE
230	One_81	IQGAP_C3SS_Py	Rep_One_MAP_IQGAP_C3SS_PY	0.273169752072151	0.215608465608466	0.0575612864636854	5.75612864636854	0.225791967127903	0.303903782782962	FALSE
231	One_82	IQGAP_Can_C3SS	Rep_One_MAP_IQGAP_Can_Can_C3SS	0.377317598269549	0.381384681727065	-0.00406708345751572	-0.406708345751572	0.563459421469897	0.631702190384718	FALSE
232	One_83	IQGAP_Can_Py	Rep_One_MAP_IQGAP_Canonical_Py	0.147341583535972	0.078763524014702	0.0685780595212704	6.85780595212704	0.0213155524772694	0.0411439733863572	TRUE
233	One_84	IQGAP_C3SS_C3SS_Can	Rep_One_MAP_IQGAP_C3SS_C3SS_Canonical	0.483655793084784	0.480546429907584	0.00310936317720051	0.310936317720051	0.300952494868353	0.383310338732583	FALSE
234	One_85	All_First_Stems	Rep_One_MAP_Zipper_Mutant_all_stems_X_1_mutated	0.197464902684775	0.116627890802877	0.0808370118818984	8.08370118818984	0.0316998560060007	0.0568794435801032	TRUE
235	One_86	Stem_1_1	Rep_One_MAP_Zipper_Mutant_Stem_1_1_mutant	0.350546156497776	0.231159433874407	0.119386722623369	11.9386722623369	0.00975381767149777	0.0224879685203976	TRUE
236	One_87	Stem_2_1	Rep_One_MAP_Zipper_Mutant_Stem_2_1_mutant	0.214798358709417	0.154861707096714	0.059936651612703	5.9936651612703	0.0989820819920757	0.147143512931504	FALSE
237	One_88	Stem_3_1	Rep_One_MAP_Zipper_Mutant_Stem_3_1_mutant	0.259832774187298	0.167618230097369	0.0922145440899285	9.22145440899285	0.0431814026100944	0.073898070446141	TRUE
238	One_89	Stem_4_1	Rep_One_MAP_Zipper_Mutant_Stem_4_1_mutant	0.323423983081787	0.249335916749155	0.0740880663326315	7.40880663326315	0.0799544324185578	0.123273397351213	FALSE
239	One_9	Branch_Point	Rep_One_MAP_mut_BP_1_3	0.00917926405886768	0.00327139413127736	0.00590786992759032	0.590786992759032	0.0133633405059559	0.028198913440534	TRUE
240	One_90	Stem_5_1	Rep_One_MAP_Zipper_Mutant_Stem_5_1_mutant	0.135348203784314	0.0886841936236516	0.0466640101606623	4.66640101606623	0.0905503006608167	0.135733374425137	FALSE
241	One_91	Stem_6_1	Rep_One_MAP_Zipper_Mutant_Stem_6_1_mutant	0.143073803449645	0.0629753503658644	0.0800984530837803	8.00984530837803	3.65062032355103e-05	0.00146388542082546	TRUE
242	One_92	RBP_One_RBP_four_au_rich	Rep_One_MAP_RBP_Block_One_RBP_Block_four_au_rich	0.371693411140263	0.209556225336308	0.162137185803955	16.2137185803955	0.027635795268333	0.0507845979469735	TRUE
243	One_93	RBP_One_RBP_four_shuffle	Rep_One_MAP_RBP_Block_One_RBP_Block_four_shuffle	0.341811361933792	0.14281354181327	0.198997820120522	19.8997820120522	8.78777586015114e-05	0.0019678946966593	TRUE
244	One_94	RBP_One_RBP_three_au_rich	Rep_One_MAP_RBP_Block_One_RBP_Block_three_au_rich	0.171551078951801	0.241896928334708	-0.0703458493829072	-7.03458493829072	0.100123961215198	0.148173651902702	FALSE
245	One_95	RBP_One_RBP_three_shuffle	Rep_One_MAP_RBP_Block_One_RBP_Block_three_shuffle	0.338428436859946	0.197120469861789	0.141307966998157	14.1307966998157	0.0166026647356701	0.0332053294713402	TRUE
246	One_96	RBP_One_RBP_Two_au_rich	Rep_One_MAP_RBP_Block_One_RBP_Block_Two_au_rich	0.320215809384514	0.254116784598712	0.0660990247858014	6.60990247858014	0.13577741995334	0.192094190729441	FALSE
247	One_97	RBP_One_RBP_Two_shuffle	Rep_One_MAP_RBP_Block_One_RBP_Block_Two_shuffle	0.0977615007761875	0.0438912359897314	0.0538702647864561	5.38702647864561	0.00434196160378649	0.0123550293286731	TRUE
248	One_98	RBP_three_RBP_four_au_rich	Rep_One_MAP_RBP_Block_three_RBP_Block_four_au_rich	0.0693067924203329	0.0218244628234206	0.0474823295969123	4.74823295969123	0.00571570058225716	0.0149027167013826	TRUE
249	One_99	RBP_three_RBP_four_shuffle	Rep_One_MAP_RBP_Block_three_RBP_Block_four_shuffle	0.03347957978639	0.0225897096511833	0.0108898701352067	1.08898701352067	0.135182117108543	0.192094190729441	FALSE
250	Two_1	Branch_Point	Rep_Two_MAP_mut_BP_1	0.364868227691633	0.290335101925919	0.0745331257657143	7.45331257657143	0.144931392292964	0.202741104949146	FALSE
251	Two_10	Branch_Point	Rep_Two_MAP_mut_BP_1_4	0.24891632995805	0.130846710335429	0.118069619622621	11.8069619622621	6.38657506727931e-05	0.00167395493868689	TRUE
252	Two_100	RBP_Two_RBP_four_au_rich	Rep_Two_MAP_RBP_Block_Two_RBP_Block_four_au_rich	0.16736508989991	0.0704342962292111	0.0969307936706986	9.69307936706986	0.000600771131459745	0.00404302734414802	TRUE
253	Two_101	RBP_Two_RBP_four_shuffle	Rep_Two_MAP_RBP_Block_Two_RBP_Block_four_shuffle	0.32329525952044	0.138574780890641	0.1847204786298	18.47204786298	0.000247004893315241	0.00278649608125234	TRUE
254	Two_102	RBP_Two_RBP_three_au_rich	Rep_Two_MAP_RBP_Block_Two_RBP_Block_three_au_rich	0.193610672699781	0.122876783554863	0.070733889144918	7.0733889144918	0.0352388776739148	0.0620104631858996	TRUE
255	Two_103	RBP_Two_RBP_three_shuffle	Rep_Two_MAP_RBP_Block_Two_RBP_Block_three_shuffle	0.340965877823053	0.193092886633718	0.147872991189335	14.7872991189335	0.000829345541338783	0.00453861625919466	TRUE
256	Two_104	AT_to_GC_10pct_1	Rep_Two_AT_to_GC_MAP_10pct_mutant_1	0.310262201012635	0.219715075071394	0.090547125941241	9.0547125941241	0.0127920952072876	0.0274588940225398	TRUE
257	Two_105	AT_to_GC_10pct_2	Rep_Two_AT_to_GC_MAP_10pct_mutant_2	0.00883462205069125	0.00350907821277549	0.00532554383791576	0.532554383791576	0.111681993622437	0.16268296369828	FALSE
258	Two_106	AT_to_GC_10pct_3	Rep_Two_AT_to_GC_MAP_10pct_mutant_3	0.24810647586102	0.0944053743302433	0.153701101530776	15.3701101530776	0.00179884972893316	0.007224412621038	TRUE
259	Two_107	AT_to_GC_10pct_4	Rep_Two_AT_to_GC_MAP_10pct_mutant_4	0.149672939347887	0.145948062432553	0.00372487691533391	0.372487691533391	0.824456932385519	0.862073382061099	FALSE
260	Two_108	AT_to_GC_10pct_5	Rep_Two_AT_to_GC_MAP_10pct_mutant_5	0.0926980267870711	0.0387095990859597	0.0539884277011115	5.39884277011114	0.00381678268682735	0.0114147741943816	TRUE
261	Two_109	AT_to_GC_20pct_1	Rep_Two_AT_to_GC_MAP_20pct_mutant_1	0.0980576953739943	0.0806110291777115	0.0174466661962827	1.74466661962827	0.511415449545117	0.586831552703844	FALSE
262	Two_11	Branch_Point	Rep_Two_MAP_mut_BP_1_5	0.346468871292776	0.247512761919789	0.0989561093729864	9.89561093729864	0.0715911037364436	0.112468043093845	FALSE
263	Two_110	AT_to_GC_20pct_2	Rep_Two_AT_to_GC_MAP_20pct_mutant_2	0.348484150682356	0.151688028322856	0.1967961223595	19.67961223595	0.000691681792964832	0.00427497431458471	TRUE
264	Two_111	AT_to_GC_20pct_3	Rep_Two_AT_to_GC_MAP_20pct_mutant_3	0.24844687255075	0.162543159599475	0.0859037129512753	8.59037129512753	0.0334646647608524	0.05930748416692	TRUE
265	Two_112	AT_to_GC_20pct_4	Rep_Two_AT_to_GC_MAP_20pct_mutant_4	0.224550899329483	0.123583044801164	0.100967854528319	10.0967854528319	0.00201178656722308	0.00764786038532131	TRUE
266	Two_113	AT_to_GC_20pct_5	Rep_Two_AT_to_GC_MAP_20pct_mutant_5	0.0500259005081791	0.0389674721904217	0.0110584283177574	1.10584283177574	0.247310852582833	0.326686484313663	FALSE
267	Two_114	AT_to_GC_30pct_1	Rep_Two_AT_to_GC_MAP_30pct_mutant_1	0.115372945607116	0.0832930377194377	0.0320799078876782	3.20799078876782	0.00194651853244411	0.00757317366529036	TRUE
268	Two_115	AT_to_GC_30pct_2	Rep_Two_AT_to_GC_MAP_30pct_mutant_2	0.238837705767957	0.253817487329186	-0.0149797815612286	-1.49797815612286	0.786640856154437	0.835473361867307	FALSE
269	Two_116	AT_to_GC_30pct_3	Rep_Two_AT_to_GC_MAP_30pct_mutant_3	0.247435623142566	0.229298735210118	0.0181368879324479	1.81368879324479	0.204627443302323	0.277668846769909	FALSE
270	Two_117	AT_to_GC_30pct_4	Rep_Two_AT_to_GC_MAP_30pct_mutant_4	0.108985389959383	0.0412440448245847	0.0677413451347981	6.77413451347981	1.98066238003092e-05	0.00146388542082546	TRUE
271	Two_118	AT_to_GC_30pct_5	Rep_Two_AT_to_GC_MAP_30pct_mutant_5	0.190267526365681	0.127521637985347	0.0627458883803342	6.27458883803342	0.00444658993133845	0.0124287433771546	TRUE
272	Two_119	AT_to_GC_50pct_1	Rep_Two_AT_to_GC_MAP_50pct_mutant_1	0.112732983619665	0.0664110124788062	0.0463219711408592	4.63219711408592	0.0373519371758287	0.0654974109632489	TRUE
