sample	MT	WT	t_statistic	df	p_value	mean_MT	mean_WT	padj
One_1	0.33390611396129	0.203437362876534	6.60557052685781	3.58232439442229	0.00397969152808608	0.33390611396129	0.203437362876534	0.011626891680203
One_10	0.263531699711414	0.155953674774871	4.69459414738131	3.73262123925017	0.0110366726370318	0.263531699711414	0.155953674774871	0.024536888273401
One_100	0.224047719345982	0.0680899719420076	21.2170353949049	2.10149335893462	0.00173733412847119	0.224047719345982	0.0680899719420076	0.00709174095064468
One_101	0.218438434002897	0.122760117790832	16.9886249100281	2.5925113120603	0.000993693380331845	0.218438434002897	0.122760117790832	0.00515355870315293
One_102	0.307922339433209	0.196797661579959	3.78290907743009	3.77711275280906	0.0215136842474099	0.307922339433209	0.196797661579959	0.0413660801359465
One_103	0.353073010034194	0.201286852921984	9.57173686575414	3.93147099070285	0.000723563131694986	0.353073010034194	0.201286852921984	0.00429911636997329
One_104	0.121329462136723	0.0748097831367028	6.12035626620467	2.52743291889491	0.0141571892324006	0.121329462136723	0.0748097831367028	0.0292542748453754
One_105	0.0157221785317874	0.0040857213201247	22.8316954470652	3.90775113993895	2.6359210315352e-05	0.0157221785317874	0.0040857213201247	0.00146388542082546
One_106	0.261127264876435	0.141578628869453	4.70888279753629	3.0821364239221	0.0170589510975813	0.261127264876435	0.141578628869453	0.0338460464007789
One_107	0.26202043022958	0.0890713500595848	21.0740316377514	2.04666825200948	0.00200716798932917	0.26202043022958	0.0890713500595848	0.00764786038532131
One_108	0.282955959725562	0.149126708924552	7.22753087729874	2.56504726695363	0.00904553352108518	0.282955959725562	0.149126708924552	0.021325232748479
One_109	0.296672318007438	0.113795864050539	25.6852674790781	2.02004620042212	0.00143576100760815	0.296672318007438	0.113795864050539	0.0063608640026351
One_11	0.379448940378989	0.411035995047739	-1.11729923017862	2.92471080185494	0.347167959187732	0.379448940378989	0.411035995047739	0.42583656077707
One_110	0.288585409035555	0.162356546148597	19.630921049928	2.8489065540514	0.000396066240550783	0.288585409035555	0.162356546148597	0.00332809859869147
One_111	0.360865514721645	0.212525017880304	11.4457963840169	3.78125001940571	0.000451306751027885	0.360865514721645	0.212525017880304	0.00336286472507364
One_112	0.041671070360025	0.0208302657912151	13.1905131417139	3.99911385603088	0.000191085626201001	0.041671070360025	0.0208302657912151	0.00239225984581716
One_113	0.257928715603313	0.169126922137659	11.7142175686809	2.49873161963365	0.0030163282512961	0.257928715603313	0.169126922137659	0.00956771636398379
One_114	0.316158970168045	0.245909746773534	2.865772989818	3.12410873842437	0.0612483025019854	0.316158970168045	0.245909746773534	0.0987108564595104
One_115	0.25741242953226	0.251685200399388	0.165770955736367	3.97996791950349	0.876416951303903	0.25741242953226	0.251685200399388	0.905661205655711
One_116	0.2224801357629	0.163731835201898	2.96387343621866	3.99891389487126	0.0414090731725387	0.2224801357629	0.163731835201898	0.0718526774910253
One_117	0.0517216700469414	0.0201910370799574	9.51380000101737	2.7266081470274	0.0036101414148264	0.0517216700469414	0.0201910370799574	0.0110978421270589
One_118	0.401226602927548	0.407090697114498	-0.230070842682009	3.99929095293357	0.829325551554395	0.401226602927548	0.407090697114498	0.864025365426964
One_119	0.3019734567402	0.171160763473297	5.97237992222251	3.98621108313477	0.00399236642031067	0.3019734567402	0.171160763473297	0.011626891680203
One_12	0.136312420305703	0.081886721401475	2.64883074038823	3.24495193714666	0.0709601505580475	0.136312420305703	0.081886721401475	0.111829604360467
One_120	0.323407571688969	0.393107846001682	-1.5945332624162	3.46468300279447	0.196857318827208	0.323407571688969	0.393107846001682	0.267855040371448
One_121	0.325258334504484	0.329049364509353	-0.0960574374086818	3.6975259003382	0.928452959583474	0.325258334504484	0.329049364509353	0.945541050864151
One_122	0.268489533190894	0.202187952651777	4.54983870170681	3.86212562952025	0.0113033695672208	0.268489533190894	0.202187952651777	0.0247977006364579
One_123	0.277576128964375	0.233417907897054	1.16392645746186	3.51834457573619	0.317263588886651	0.277576128964375	0.233417907897054	0.399993081684942
One_124	0.203234345319255	0.127265760317603	14.347363725759	2.4870173816089	0.00186867043982984	0.203234345319255	0.127265760317603	0.00744208672530406
One_125	0.20409126092241	0.136687455313418	13.4396429065301	2.10648545831988	0.0044673595672905	0.20409126092241	0.136687455313418	0.0124287433771546
One_126	0.196637957519019	0.0584114060768638	22.6756780099037	2.00412330269824	0.00191951281178687	0.196637957519019	0.0584114060768638	0.00752690850606191
One_127	0.271312673313349	0.145356698366173	6.92292972575264	3.91112831214122	0.00248123357374917	0.271312673313349	0.145356698366173	0.00882477289299459
One_128	0.127821139570408	0.0416185358725763	16.0966493206156	2.18098294703887	0.00262233996358254	0.127821139570408	0.0416185358725763	0.00882781745531369
One_129	0.233090434074806	0.32105071731663	-3.96683116501048	3.01719593585738	0.0283250024585114	0.233090434074806	0.32105071731663	0.0514812088479514
One_13	0.497710258714831	0.377040238417085	3.76280996269089	2.3035018000528	0.0510915601214176	0.497710258714831	0.377040238417085	0.0850956419413577
One_130	0.3010082509831	0.0769393304726109	30.5089941877446	2.02636743253326	0.000997275964800852	0.3010082509831	0.0769393304726109	0.00515355870315293
One_131	0.34434879856495	0.160887129474764	16.6220405280792	3.61734680751341	0.000151004275923981	0.34434879856495	0.160887129474764	0.00227879180030735
One_132	0.232572339785769	0.0983710251218522	5.80746159815152	2.53957750494469	0.0158572954041988	0.232572339785769	0.0983710251218522	0.0322323800460857
One_133	0.322486178786979	0.262386529802852	2.3629815642131	3.89223012551698	0.0792093657057118	0.322486178786979	0.262386529802852	0.12288555801073
One_134	0.300010899855941	0.139130700351198	20.3179685723791	3.73707443700045	5.79500908765474e-05	0.300010899855941	0.139130700351198	0.00167395493868689
One_135	0.329100236260232	0.157641784658908	22.1013565929037	2.01405987754704	0.00197202312207481	0.329100236260232	0.157641784658908	0.00761292647126554
One_136	0.354177297712601	0.192621394615331	9.07641606808912	2.67574037625293	0.00439124536380551	0.354177297712601	0.192621394615331	0.0123550293286731
One_137	0.068828274347259	0.0390266180292989	3.96556447417511	2.73167974829942	0.0339757468219045	0.068828274347259	0.0390266180292989	0.0599997231110228
One_138	0.25628500533982	0.140033320761234	4.18708274264217	3.83332596028885	0.015124350179929	0.25628500533982	0.140033320761234	0.0311236627669613
One_139	0.221598351718494	0.101413846442836	19.541990210709	2.83424367612895	0.000413758031957156	0.221598351718494	0.101413846442836	0.00333535012049503
One_14	0.108856655939204	0.0862001453587935	0.482887235636514	3.74629450078148	0.656027111728163	0.108856655939204	0.0862001453587935	0.719606831807544
One_140	0.343804816645527	0.236561083540949	1.74321370806058	2.56434177083438	0.194983920177291	0.343804816645527	0.236561083540949	0.266032855474769
One_141	0.00936507659606995	0.00392332531370845	10.5487806693262	2.68632728270832	0.00291462171685028	0.00936507659606995	0.00392332531370845	0.00947383229552192
One_142	0.254205603941917	0.131457834293567	6.01989479536947	2.83809203968978	0.0107459712192417	0.254205603941917	0.131457834293567	0.0239977294492483
One_143	0.161950824629378	0.0557383763105734	23.9657496711782	3.9941215761335	1.82022017854199e-05	0.161950824629378	0.0557383763105734	0.00146388542082546
One_144	0.248627728433348	0.161425301319844	3.29142200285136	3.17204502847833	0.0424466085415167	0.248627728433348	0.161425301319844	0.0731670917380901
One_145	0.457121276055608	0.477923565748409	-1.2029081344147	2.80214694118646	0.320730267320926	0.457121276055608	0.477923565748409	0.402326632558744
One_146	0.179574030823675	0.195898566024967	-0.430133138541591	3.62471284131196	0.691421855045471	0.179574030823675	0.195898566024967	0.753523181814015
One_147	0.471209384446858	0.479318977038554	-0.682714586252117	3.14045103974584	0.541760839455952	0.471209384446858	0.479318977038554	0.615974653080055
One_148	0.314164947919935	0.166705049807339	6.32146184254998	3.12944562943554	0.00704476765314454	0.314164947919935	0.166705049807339	0.0173677935211187
One_149	0.454537327079385	0.409557373828176	2.55023558496186	2.84636664513518	0.0884252277233103	0.454537327079385	0.409557373828176	0.133847305186044
One_15	0.313188363935326	0.147543125420902	19.1593082356213	2.58006233845014	0.000748662705188586	0.313188363935326	0.147543125420902	0.00433527938585949
One_150	0.345866197907684	0.190816054401225	6.92235129663343	3.27075666810886	0.00464736924726784	0.345866197907684	0.190816054401225	0.0127164279403263
One_151	0.318939566470072	0.261088669755653	1.50125118957555	2.17393580273191	0.262467188404779	0.318939566470072	0.261088669755653	0.343970157435737
One_152	0.342813104324228	0.189366187064645	8.75436413305348	3.14010532252304	0.00262352807908921	0.342813104324228	0.189366187064645	0.00882781745531369
One_153	0.137777918874412	0.134836995976135	0.0761958035563932	2.43033793311033	0.945085927279084	0.137777918874412	0.134836995976135	0.954670977251488
One_154	0.0331260006772428	0.00862988988254345	5.43446319766748	2.26323838551958	0.0244143560936045	0.0331260006772428	0.00862988988254345	0.0460543535402084
One_155	0.114030191999602	0.0991211918832105	0.402788994806761	3.96168836186168	0.707891060196048	0.114030191999602	0.0991211918832105	0.766369017342678
One_156	0.331851423980099	0.165568544933254	17.7938965148602	2.04969132751554	0.00281474837219298	0.331851423980099	0.165568544933254	0.0092220045352112
One_157	0.101151157488944	0.0637095513602275	4.14001803511983	3.76423347501136	0.0162851993629775	0.101151157488944	0.0637095513602275	0.0329675987104178
One_158	0.244440997003525	0.126168789002178	11.4998502963305	2.92511480561971	0.00158645686518907	0.244440997003525	0.126168789002178	0.00664119400907053
One_159	0.242597355124288	0.129961703556661	4.83991977200314	3.56220589944274	0.011194039496277	0.242597355124288	0.129961703556661	0.0247761407517598
One_16	0.122600174688549	0.0496759932966536	8.12373486032018	2.24469831811259	0.0104435933867824	0.122600174688549	0.0496759932966536	0.0236404977573528
One_160	0.125362576475322	0.0696675702003047	4.49916911287531	3.24778726162084	0.0172761299734897	0.125362576475322	0.0696675702003047	0.0341409235190392
One_161	0.116646605599912	0.143675931153208	-0.514025289258297	3.68491418600462	0.636509072385097	0.116646605599912	0.143675931153208	0.701286544353491
One_162	0.140939119629169	0.126636276565324	0.430208245894515	3.60673457699647	0.691486132708845	0.140939119629169	0.126636276565324	0.753523181814015
One_163	0.4562642000993	0.469876661870367	-1.10222280105084	3.98643474488037	0.332418792439289	0.4562642000993	0.469876661870367	0.413841311552059
One_164	0.0486523325859039	0.0274859319910109	7.82352465598366	2.01396782082492	0.0156332203111687	0.0486523325859039	0.0274859319910109	0.0319071463727952
One_165	0.338503087356201	0.108506665077378	3.00739055137912	2.07780206796777	0.0907614732601822	0.338503087356201	0.108506665077378	0.135733374425137
One_166	0.281790242898087	0.120443621929501	15.9755842934942	3.859271177981	0.000114206003133409	0.281790242898087	0.120443621929501	0.00200523601426593
One_167	0.0206492079718514	0.0104745197936723	5.05860851836592	3.53817787827802	0.00989246796296719	0.0206492079718514	0.0104745197936723	0.0226557620321605
One_168	0.201509046137145	0.239627134240885	-1.21455165205781	2.74632474036764	0.318569427649848	0.201509046137145	0.239627134240885	0.400625189317233
One_169	0.256064690026954	0.21358024691358	0.808203422172311	3.74056059196572	0.467226576578715	0.256064690026954	0.21358024691358	0.54237490707739
One_17	0.0897783247331665	0.0246695295610435	18.5458966522253	2.98848410502595	0.0003501882665099	0.0897783247331665	0.0246695295610435	0.00317079557676237
One_170	0.0669976454468039	0.0390205456954371	6.30129567500204	3.48272434803515	0.00510022193846596	0.0669976454468039	0.0390205456954371	0.0135824092265029
One_171	0.488614146168264	0.492884953708851	-0.837525677541738	2.65762169372069	0.470896096090006	0.488614146168264	0.492884953708851	0.54536338570424
One_172	0.484411989327255	0.456673868420492	5.06667021732511	2.41769999493545	0.0245144205450146	0.484411989327255	0.456673868420492	0.0460686091751595
One_173	0.0104786812458999	0.00308230307777303	5.3021256597499	2.12447931365205	0.029632850686049	0.0104786812458999	0.00308230307777303	0.0536623986969178
One_174	0.0628273097237322	0.02859233696446	15.6032342803414	3.91174327665868	0.000114308702168471	0.0628273097237322	0.02859233696446	0.00200523601426593
One_175	0.322328195205661	0.4112031895057	-1.31048910667555	3.19180895994295	0.276356494925968	0.322328195205661	0.4112031895057	0.357468920709433
One_176	0.162519276330222	0.0720567351789367	18.050761350237	2.07420453197549	0.00258852413175773	0.162519276330222	0.0720567351789367	0.00882781745531369
One_177	0.236294963587025	0.362134257031203	-3.07915182585058	2.52766838034095	0.0677790882360609	0.236294963587025	0.362134257031203	0.107496770514517
One_178	0.222274131736776	0.151763170691706	6.77830249180107	3.88456147318893	0.00274666757696415	0.222274131736776	0.151763170691706	0.00905854604853077
One_179	0.0165716676611035	0.00914823726335532	8.7521233591974	2.47946673323397	0.00633309523368167	0.0165716676611035	0.00914823726335532	0.0160912317672116
One_18	0.353437719419377	0.173899667561794	9.72209587400892	3.61660154704989	0.0010141541223072	0.353437719419377	0.173899667561794	0.00515355870315293
One_180	0.49474109990558	0.494697576747025	0.0373315381371945	2.80743719094057	0.972714678806859	0.49474109990558	0.494697576747025	0.978609919284476
One_181	0.0918300731944129	0.0529029391856405	3.74588519274311	3.29676551298341	0.0282052732480319	0.0918300731944129	0.0529029391856405	0.0514513775733329
One_182	0.0164471126561858	0.00662818367723036	7.54907044907021	3.57533919841623	0.00255174155942012	0.0164471126561858	0.00662818367723036	0.00882477289299459
One_183	0.0539177473479477	0.0347196379920838	9.40587583598748	3.99832019419931	0.000713493720027648	0.0539177473479477	0.0347196379920838	0.00429911636997329
One_184	0.00757402857115366	0.00208515982763561	4.25247283504688	2.12582015167733	0.0458530786350729	0.00757402857115366	0.00208515982763561	0.0774929783331943
One_185	0.247878176314923	0.214516483438668	0.876536619628327	3.11448346582912	0.443098507482908	0.247878176314923	0.214516483438668	0.52289823868836
One_186	0.209241413392637	0.157081219477502	1.06171651416333	2.29508835827088	0.387170958645614	0.209241413392637	0.157081219477502	0.470271066842721
One_187	0.311619760044441	0.290622871138074	1.84638123190429	3.98460920518338	0.138845749070005	0.311619760044441	0.290622871138074	0.195878705486863
One_188	0.0774579509061475	0.0560475873427818	2.69985871904477	2.74931246755655	0.0811241316589199	0.0774579509061475	0.0560475873427818	0.123925820755037
One_189	0.16278387558604	0.0898182757048048	5.97398085323344	3.73965467769181	0.00487500788114258	0.16278387558604	0.0898182757048048	0.0132664148896667
One_19	0.15507280115727	0.0546087151797599	19.0965205760928	3.45558915555984	0.000125859117574672	0.15507280115727	0.0546087151797599	0.00208926135173955
One_190	0.105905783414489	0.0494900921807601	30.4028948127259	2.03730620876678	0.000974538282394348	0.105905783414489	0.0494900921807601	0.00515355870315293
One_191	0.288719397851957	0.164128273678811	6.25055648426169	3.76946716759226	0.00406258631231827	0.288719397851957	0.164128273678811	0.0117626045554331
One_192	0.321323565049651	0.212903063663645	11.6597433485636	3.54126076469532	0.000596750862149534	0.321323565049651	0.212903063663645	0.00404302734414802
One_193	0.254607192744368	0.262041111313972	-0.162330318429566	3.85901422364186	0.879188970375056	0.254607192744368	0.262041111313972	0.906492975666207
One_194	0.147225629331009	0.214993442234761	-1.41981987648181	3.45393252002924	0.239283772857145	0.147225629331009	0.214993442234761	0.317768850354289
One_195	0.131989780453528	0.216894880933115	-1.87241007854679	3.99602556012636	0.13452686331743	0.131989780453528	0.216894880933115	0.191960968286763
One_196	0.372456837599052	0.257473722484133	7.84261361115112	3.80006105562744	0.00175954277486138	0.372456837599052	0.257473722484133	0.00712400245431681
One_197	0.332275850335427	0.297413078088721	1.17239363649488	3.64619738653471	0.311901357444089	0.332275850335427	0.297413078088721	0.395233781188693
One_198	0.356733285489972	0.309392792354909	1.80763203723135	3.74675652535633	0.149771500835859	0.356733285489972	0.309392792354909	0.20892495074582
One_199	0.0711218286918747	0.0972960843516763	-0.949955531428565	3.57264584887825	0.401867405452404	0.0711218286918747	0.0972960843516763	0.481349534874507
One_2	0.359791617920546	0.19510789899989	12.8339981214865	3.8511734243926	0.000265662048313817	0.359791617920546	0.19510789899989	0.00281826089530726
One_20	0.0319785541224334	0.0195777662179059	3.39104298060375	2.92879480741839	0.0443157106918582	0.0319785541224334	0.0195777662179059	0.0755795339881691
One_200	0.443985134604304	0.460620670879826	-0.839449785386621	3.35264540026181	0.456874462309	0.443985134604304	0.460620670879826	0.536611986391232
One_201	0.484788358554022	0.492035728161657	-1.25796233513764	3.43943459476114	0.287030915167145	0.484788358554022	0.492035728161657	0.36840565915783
One_202	0.1239234255079	0.170694430579012	-0.87289388195055	3.75133311532225	0.435025299787818	0.1239234255079	0.170694430579012	0.514590497136184
One_203	0.302246327220559	0.366024668114949	-1.28414057502507	3.98105862393012	0.268730497916702	0.302246327220559	0.366024668114949	0.351254036647027
One_204	0.373762354085435	0.384708768327583	-0.407879595056405	3.39813718476327	0.707723037725472	0.373762354085435	0.384708768327583	0.766369017342678
One_205	0.0817179373723218	0.0311515660482114	10.6311136296582	3.20806286384237	0.00131342722514557	0.0817179373723218	0.0311515660482114	0.00605635887150459
One_206	0.193939408145759	0.182572039812955	0.235362563829994	3.91622533068207	0.825720890046475	0.193939408145759	0.182572039812955	0.862073382061099
One_207	0.217151589287898	0.0886255524984241	29.1672543159833	2.0255682625343	0.00109463448560466	0.217151589287898	0.0886255524984241	0.00547134401352135
One_208	0.431144982152063	0.431159221477694	-0.000321280552574406	3.96706067565673	0.999759161068053	0.431144982152063	0.431159221477694	0.999759161068053
One_209	0.106941017183556	0.0480917471453489	10.0737952599227	3.33750447041371	0.00130127345234863	0.106941017183556	0.0480917471453489	0.00605635887150459
One_21	0.268544491195263	0.202798663324979	1.17199853094789	2.32823026117593	0.347115402232997	0.268544491195263	0.202798663324979	0.42583656077707
One_210	0.330349499986585	0.336469452426346	-0.118388117530597	3.77006498402128	0.911797200845386	0.330349499986585	0.336469452426346	0.93239220948871
One_211	0.176297165641828	0.083987300978814	11.5025313850628	2.64650184601582	0.00247401998505435	0.176297165641828	0.083987300978814	0.00882477289299459
One_212	0.00659935851935419	0.00623420648820179	0.366941248437123	2.18230512198919	0.746223095004621	0.00659935851935419	0.00623420648820179	0.799180863037207
One_213	0.0580359048551121	0.0253685522660486	8.17353488728116	3.97499941323694	0.00125311514584483	0.0580359048551121	0.0253685522660486	0.00600049367914159
One_214	0.0193838643771219	0.0218078904820726	-0.277523819366276	3.5167373826088	0.796912868700444	0.0193838643771219	0.0218078904820726	0.842595772001744
One_215	0.350878389459722	0.171424460447571	16.0489445499859	3.89406413199673	0.000105694262027011	0.350878389459722	0.171424460447571	0.00200523601426593
One_216	0.484514746247102	0.491039324527586	-1.00353013264259	2.85991781637788	0.392804269534775	0.484514746247102	0.491039324527586	0.473647763264692
One_217	0.316658502651685	0.145298635031599	21.8937785511014	2.13707473826456	0.00149365882996753	0.316658502651685	0.145298635031599	0.00648084337243999
One_218	0.392572551370658	0.424987288815258	-0.892636573656194	2.26794208401646	0.456497656421906	0.392572551370658	0.424987288815258	0.536611986391232
One_219	0.488768636000236	0.495419065478388	-1.33924712532275	2.36526543326637	0.294639432575551	0.488768636000236	0.495419065478388	0.376231890827242
One_22	0.323281965160298	0.172911906182523	9.4675047606275	3.99883189252413	0.000695327147552934	0.323281965160298	0.172911906182523	0.00427497431458471
One_220	0.0387435434964062	0.00875340439203046	19.4316617806273	2.52678237092097	0.000810254061071515	0.0387435434964062	0.00875340439203046	0.00453861625919466
One_221	0.0334802305145399	0.0113759616722667	10.758155809498	2.60725684746828	0.00313152268766498	0.0334802305145399	0.0113759616722667	0.00980816539910163
One_222	0.0871180317835597	0.0378811874115693	1.6844720283079	3.32525122058385	0.181684247996232	0.0871180317835597	0.0378811874115693	0.249941313541778
One_223	0.253942075250494	0.111708188670663	13.9435422427283	3.73392698008297	0.000234190580486669	0.253942075250494	0.111708188670663	0.0027122536995898
One_224	0.41891654848552	0.439745493691884	-0.65574086352961	3.00372946798605	0.558739280012548	0.41891654848552	0.439745493691884	0.630957282191041
One_225	0.370908099716843	0.392168013287132	-0.970970012360359	3.00571441767504	0.403057743057569	0.370908099716843	0.392168013287132	0.481349534874507
One_226	0.332091270104929	0.310332052771077	0.670169356261654	3.45210351887903	0.544882389517598	0.332091270104929	0.310332052771077	0.618112596764838
One_227	0.10184334909809	0.0577075921312661	8.70047851933285	3.56612062187129	0.00158695198208714	0.10184334909809	0.0577075921312661	0.00664119400907053
One_228	0.220252710965911	0.0935688908493061	10.2587000432232	3.72203581254278	0.000730156578458451	0.220252710965911	0.0935688908493061	0.00429911636997329
One_229	0.421160706047882	0.18605791946253	13.3929174854249	3.18010432981768	0.000664686864056248	0.421160706047882	0.18605791946253	0.00427497431458471
One_23	0.288426405891298	0.159899088510511	4.27885935858222	3.56502633653917	0.0164331726126427	0.288426405891298	0.159899088510511	0.0331324694781217
One_230	0.128650114421247	0.0535355308748729	13.3425797715227	3.69928930445549	0.000290712037209988	0.128650114421247	0.0535355308748729	0.00283871753981518
One_231	0.0288591418345476	0.0256515419941214	1.035412278136	2.05648132245557	0.406698382221237	0.0288591418345476	0.0256515419941214	0.483378984119752
One_232	0.0591503644998456	0.0444442415713411	1.9064726320187	3.91116298944761	0.130887449240292	0.0591503644998456	0.0444442415713411	0.187844235509123
One_233	0.458174685257511	0.391125480308831	11.4137174968457	2.24037442308872	0.00497410195015761	0.458174685257511	0.391125480308831	0.0134625150607527
One_234	0.0533868403177705	0.0152387477504656	8.000718228253	3.93533847982873	0.00141676595154174	0.0533868403177705	0.0152387477504656	0.00635630129610619
One_235	0.100755346131054	0.0806857963833316	0.634158163924854	3.43298648360224	0.565741319099566	0.100755346131054	0.0806857963833316	0.631702190384718
One_236	0.324102709473573	0.381274845426806	-1.32812587259488	3.06761907984304	0.274306846373999	0.324102709473573	0.381274845426806	0.35574169139128
