sample	mean_C3SS_ratio	delta_C3SS_ratio	t_statistic	df	p_value	p_adj
Two_130	0.2640268120032	0.232875245954989	10.1942088475145	2.04410270685536	0.00880965909826692	0.0161564596746814
Two_131	0.0422625970829787	0.0111110310347674	3.26827464320023	3.99908847556389	0.0308495507194565	0.0398215064746069
Two_132	0.160924608149722	0.129773042101511	10.6289241120615	2.15853576228102	0.00667179989905394	0.0149820630857628
Two_133	0.164135976381967	0.132984410333755	47.4410347450549	3.32969408819181	7.87683662923772e-06	0.000139813850168969
Two_134	0.0710067394968721	0.0398551734486608	8.12399611220321	3.13048048719844	0.00332908332050878	0.00981274727815697
Two_135	0.0459087211698082	0.0147571551215968	4.18222943108004	3.97081716526983	0.0141076002701115	0.0216403621427327
Two_136	0.171301098525778	0.140149532477567	31.5169049569311	3.38965399894252	2.64357515824675e-05	0.000279544011414604
Two_137	0.00789914500204925	-0.0232524210461621	-7.46239013489614	3.88451420445353	0.00193314497877648	0.00681399329398517
Two_138	0.108265099072423	0.0771135330242116	3.06091401910451	2.03619199585872	0.0901857115969641	0.102314585792073
Two_139	0.423293623022437	0.392142056974226	45.9196775384144	2.33619791015622	0.000165835994678238	0.00119449984572586
Two_14	0.0980185805447781	0.0668670144965668	27.9688056109712	2.01699309874595	0.0012191691271519	0.0050493921349541
Two_140	0.123211758581702	0.0920601925334905	7.15400370351272	2.14219658836714	0.0157263447857509	0.0234011777201144
Two_141	0.135329772043608	0.104178205995397	10.7905981434835	2.25903738102404	0.00545872572773407	0.0136330989280595
Two_142	0.124466451354145	0.0933148853059333	11.3793362511555	2.36672192433799	0.00403819038555507	0.0113650070513221
Two_143	0.130688832632972	0.0995372665847602	7.29579124114254	2.12604438200977	0.0154243188156455	0.0231597777987184
